Tag_ID,Tiller_23,Inf_23,Spikelet_A,Spikelet_B,Spikelet_C,tiller_Herb
544,12,5,31,41,27,4
545,6,1,NA,NA,NA,1
546,4,0,NA,NA,NA,3
547,8,4,37,47,NA,2
548,2,1,NA,NA,NA,2
549,14,0,NA,NA,NA,5
550,9,0,NA,NA,NA,1
551,9,0,NA,NA,NA,0
552,7,0,NA,NA,NA,2
553,9,0,NA,NA,NA,2
554,9,0,NA,NA,NA,1
555,8,0,NA,NA,NA,1
556,23,2,30,NA,NA,2
557,7,0,NA,NA,NA,0
558,16,0,NA,NA,NA,0
559,6,0,NA,NA,NA,2
560,16,0,NA,NA,NA,2
561,14,5,44,38,36,4
562,15,9,NA,NA,NA,0
563,16,5,NA,NA,NA,0
564,19,0,NA,NA,NA,0
565,25,4,NA,NA,NA,0
566,15,8,NA,NA,NA,0
567,29,23,NA,NA,NA,0
568,19,7,NA,NA,NA,0
569,2,0,NA,NA,NA,0
570,20,9,NA,NA,NA,0
571,11,1,NA,NA,NA,0
572,15,7,NA,NA,NA,0
573,10,4,NA,NA,NA,0
574,13,10,NA,NA,NA,0
575,13,9,NA,NA,NA,0
576,8,2,NA,NA,NA,0
577,13,2,NA,NA,NA,0
578,6,6,NA,NA,NA,0
579,8,3,NA,NA,NA,0
580,7,4,NA,NA,NA,0
581,8,6,NA,NA,NA,0
582,4,1,NA,NA,NA,0
583,5,4,NA,NA,NA,0
584,16,7,NA,NA,NA,0
585,8,5,NA,NA,NA,0
586,6,2,NA,NA,NA,0
587,8,7,NA,NA,NA,0
588,21,7,NA,NA,NA,0
589,6,4,NA,NA,NA,0
590,5,5,NA,NA,NA,0
591,15,7,NA,NA,NA,0
592,9,7,NA,NA,NA,0
595,8,0,NA,NA,NA,0
596,10,3,21,13,NA,0
599,10,2,NA,NA,NA,2
600,17,10,NA,NA,NA,0
601,4,0,NA,NA,NA,2
602,11,0,NA,NA,NA,1
603,11,0,NA,NA,NA,1
604,16,0,NA,NA,NA,0
605,19,0,NA,NA,NA,0
606,15,6,37,44,36,2
607,5,3,NA,NA,NA,0
608,23,0,NA,NA,NA,0
609,11,0,NA,NA,NA,2
610,15,4,63,45,28,0
611,12,2,NA,NA,NA,1
612,1,0,NA,NA,NA,0
613,11,6,51,33,NA,3
614,7,0,NA,NA,NA,1
615,36,0,NA,NA,NA,2
616,6,0,NA,NA,NA,1
617,3,0,NA,NA,NA,1
618,2,0,NA,NA,NA,2
619,35,0,NA,NA,NA,2
620,5,0,NA,NA,NA,0
621,13,0,NA,NA,NA,2
622,5,1,30,NA,NA,1
623,2,1,NA,NA,NA,0
624,5,1,NA,NA,NA,2
625,7,0,NA,NA,NA,2
626,12,5,43,16,33,2
627,5,0,NA,NA,NA,0
628,8,1,35,NA,NA,2
629,13,2,NA,NA,NA,0
630,12,0,NA,NA,NA,4
631,11,6,38,42,27,2
632,5,0,NA,NA,NA,2
633,18,0,NA,NA,NA,2
634,10,0,NA,NA,NA,1
635,8,4,NA,NA,NA,4
636,11,0,NA,NA,NA,4
637,17,0,NA,NA,NA,2
638,9,0,NA,NA,NA,2
639,7,0,NA,NA,NA,2
640,8,1,NA,NA,NA,3
641,13,3,NA,NA,NA,2
642,15,0,NA,NA,NA,3
643,23,4,59,44,NA,2
644,7,0,NA,NA,NA,2
645,25,19,NA,NA,NA,0
646,15,9,NA,NA,NA,1
647,24,13,NA,NA,NA,0
648,20,10,NA,NA,NA,0
649,20,4,NA,NA,NA,0
650,30,13,NA,NA,NA,0
651,13,7,NA,NA,NA,0
652,26,12,NA,NA,NA,0
653,19,8,NA,NA,NA,0
654,30,16,NA,NA,NA,0
655,25,5,NA,NA,NA,0
656,29,14,NA,NA,NA,0
657,28,16,NA,NA,NA,0
658,26,11,NA,NA,NA,0
659,15,11,NA,NA,NA,0
660,29,7,NA,NA,NA,8
661,21,4,NA,NA,NA,12
662,12,2,NA,NA,NA,2
663,16,7,NA,NA,NA,4
664,10,5,NA,NA,NA,3
665,24,4,NA,NA,NA,4
666,11,7,NA,NA,NA,0
667,6,6,NA,NA,NA,2
668,19,2,NA,NA,NA,3
669,23,8,NA,NA,NA,2
670,16,6,NA,NA,NA,4
671,9,5,NA,NA,NA,0
672,13,6,NA,NA,NA,1
673,18,12,NA,NA,NA,1
674,25,7,NA,NA,NA,0
675,6,4,NA,NA,NA,1
676,9,1,NA,NA,NA,5
677,9,6,NA,NA,NA,0
678,21,5,NA,NA,NA,0
679,5,2,NA,NA,NA,1
680,15,3,NA,NA,NA,9
681,15,13,NA,NA,NA,1
682,14,12,NA,NA,NA,0
683,10,6,NA,NA,NA,3
684,6,5,NA,NA,NA,1
685,8,2,NA,NA,NA,1
686,10,2,NA,NA,NA,0
687,22,4,NA,NA,NA,10
688,24,8,NA,NA,NA,3
689,21,10,NA,NA,NA,6
690,14,7,NA,NA,NA,3
691,15,12,NA,NA,NA,0
692,15,5,NA,NA,NA,8
693,25,14,NA,NA,NA,2
694,13,5,NA,NA,NA,1
695,17,14,NA,NA,NA,1
696,4,3,NA,NA,NA,1
697,32,24,NA,NA,NA,2
698,11,6,NA,NA,NA,0
699,5,5,NA,NA,NA,0
700,38,27,NA,NA,NA,0
701,22,20,NA,NA,NA,0
702,10,7,NA,NA,NA,0
703,21,14,NA,NA,NA,0
704,16,8,NA,NA,NA,0
705,18,6,NA,NA,NA,0
706,12,5,NA,NA,NA,0
707,21,15,NA,NA,NA,0
708,10,7,NA,NA,NA,0
709,21,9,NA,NA,NA,0
710,26,2,NA,NA,NA,0
711,10,4,NA,NA,NA,0
712,24,6,NA,NA,NA,0
713,10,8,NA,NA,NA,0
714,13,7,NA,NA,NA,0
715,30,10,NA,NA,NA,0
716,7,0,NA,NA,NA,7
717,8,3,NA,NA,NA,0
718,21,1,NA,NA,NA,19
719,28,10,NA,NA,NA,0
720,19,3,NA,NA,NA,15
721,19,6,NA,NA,NA,0
722,3,1,NA,NA,NA,0
723,6,3,NA,NA,NA,0
724,7,7,NA,NA,NA,0
725,3,1,NA,NA,NA,2
726,22,7,NA,NA,NA,15
727,12,7,NA,NA,NA,0
728,9,5,NA,NA,NA,3
729,3,0,NA,NA,NA,0
730,25,20,NA,NA,NA,0
731,8,0,NA,NA,NA,8
731,3,0,NA,NA,NA,4
732,7,0,NA,NA,NA,7
733,2,0,NA,NA,NA,2
